OBJECTID	NAME	TYPE	OSM_ID	COMMUNE	SECTION	E1000	N1000	GZD	GRID100K	MGRS
898	Colombier	hamlet	616680897	THIOTTE	THIOTTE	97	18	19Q	AA	19Q AA 9718
323	Colonie	village	614703057	LA TORTUE	LA TORTUE / POINTE D	39	15	18Q	YH	18Q YH 3915
260	Community Hospital of Haiti, Hospital de la Comu	hospital	615197371	PETION-VILLE	BELLEVUE CHARD	88	50	18Q	YF	18Q YF 8850
16	Community Hospital of Haiti, Hospital de la Comu	hospital	615197371	PETION-VILLE	BELLEVUE CHARD	87	50	18Q	YF	18Q YF 8750
1382	Conete	hamlet	617533583	TIBURON	BLACKTOTE	70	25	18Q	WF	18Q WF 7025
722	Constant	hamlet	616580214	LES ANGLAIS	COSSE	84	26	18Q	WF	18Q WF 8426
21	Consulat des États Unis	 	48277660	PORT-AU-PRINCE	TURGEAU	80	51	18Q	YF	18Q YF 8051
310	Consulat Dominicain	embassy	616064940	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
1550	Coq Chante	hamlet	617857071	LEOGANE	FOND D'OIE	58	32	18Q	YF	18Q YF 5832
729	Coquignol	hamlet	616580221	CHARDONNIERES	BONY	89	23	18Q	WF	18Q WF 8923
1150	Coquille	hamlet	616813755	AQUIN	FLAMANT	87	17	18Q	XF	18Q XF 8717
905	Corail	hamlet	616680918	THIOTTE	THIOTTE	2	17	19Q	BA	19Q BA 0217
864	Corail	hamlet	616680835	BELLE ANSE	PICHON	83	21	19Q	AA	19Q AA 8321
263	Corail	locality	614617488	KENSCOFF	SOUCAILLES	87	41	18Q	YF	18Q YF 8741
903	Corail	village	616680911	THIOTTE	THIOTTE	99	18	19Q	AA	19Q AA 9918
474	Corail	village	615593806	MARIGOT	CORAIL SOULT	80	20	18Q	YF	18Q YF 8020
219	Corail	village	614502599	CAYES-JACMEL	RAVINE NORMANDE	74	19	18Q	YF	18Q YF 7419
1755	Corail	village	617914155	CORAIL	DUQUILLON	17	53	18Q	XF	18Q XF 1753
1235	Corail de Mer	hamlet	617199576	LEOGANE	GROS MORNE	52	42	18Q	YF	18Q YF 5242
856	Corail Lamothe	hamlet	616680824	BELLE ANSE	CORAIL LAMOTHE	9	19	18Q	ZF	18Q ZF 0919
1113	Corail Lherisson	hamlet	616813224	COTE-DE-FER	JAMAIS VU	13	15	18Q	YF	18Q YF 1315
1686	Corail Lherisson	hamlet	617880851	AQUIN	FRANGIPANE	8	16	18Q	YF	18Q YF 0816
445	Corail Tessert	village	615523532	MARIGOT	CORAIL SOULT	79	21	18Q	YF	18Q YF 7921
1176	Corcette	village	616986957	PESTEL	DUCHITY	16	41	18Q	XF	18Q XF 1641
1135	Corinne	hamlet	616813246	COTE-DE-FER	LA BICHE	21	14	18Q	YF	18Q YF 2114
1405	Cormier	hamlet	617564510	LEOGANE	CORMIERS	53	36	18Q	YF	18Q YF 5336
1233	Cormier	hamlet	617199565	LEOGANE	CORMIERS	51	40	18Q	YF	18Q YF 5140
1412	Cormier	hamlet	617564517	LEOGANE	CORMIERS	50	37	18Q	YF	18Q YF 5037
295	Cormier	locality	614682144	LEOGANE	CORMIERS	49	38	18Q	YF	18Q YF 4938
161	Côte Plage	suburb	614119068	CARREFOUR	THOR	74	51	18Q	YF	18Q YF 7451
1741	Coteaux	village	617911035	COTEAUX	DES PAS	1	13	18Q	XF	18Q XF 0113
348	Côtes de Fer	village	614848845	COTE-DE-FER	JAMAIS VU	11	12	18Q	YF	18Q YF 1112
473	Cotterelle	village	615593794	MARIGOT	CORAIL SOULT	80	18	18Q	YF	18Q YF 8018
1467	Coudgoye	village	617809780	MIREBALAIS	SARAZIN	9	86	18Q	ZF	18Q ZF 0986
1485	Coulon	village	617819921	BOUCAN CARRE	BOUCAN CARRE	0	91	18Q	ZF	18Q ZF 0091
1446	Coulon	village	617772382	PETIT-GOAVE	DES PALMES	30	33	18Q	YF	18Q YF 3033
458	Coupeau	village	615539689	CARREFOUR	COUPEAU	70	44	18Q	YF	18Q YF 7044
234	Coupon	locality	614595604	CROIX-DES-BOUQUES	PETIT BOIS	96	53	18Q	YF	18Q YF 9653
216	Cours d'Appel	courthouse	615030411	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
228	Cours de Justice	courthouse	615044561	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
1133	Courtois	hamlet	616813244	COTE-DE-FER	GRIS GRIS	20	17	18Q	YF	18Q YF 2017
602	Coutard	village	615909185	THOMAZEAU	GRANDE PLAINE	1	59	18Q	ZF	18Q ZF 0159
514	Coutelas	village	615737225	BELLE ANSE	BAIS D'ORANGE	97	18	18Q	YF	18Q YF 9718
402	Covilette	village	615143485	PETION-VILLE	MONTAGNE NOIRE	82	45	18Q	YF	18Q YF 8245
760	Craplain	hamlet	616582992	CHARDONNIERES	DEJOIE	94	21	18Q	WF	18Q WF 9421
499	Croix Bleue	suburb	615732820	DELMAS	VARREUX	81	56	18Q	YF	18Q YF 8156
1258	Croix Blrot	hamlet	617231948	ABRICOTS	BALISIER	74	62	18Q	WF	18Q WF 7462
69	Croix de Deprez	place_of_worship	613530598	PORT-AU-PRINCE	MORNE L'HOPITAL	79	50	18Q	YF	18Q YF 7950
993	Croix Des Bossales	suburb	616730099	DELMAS	ST. MARTIN	80	53	18Q	YF	18Q YF 8053
23	Croix des Bouquets	village	613014321	CROIX-DES-BOUQUES	VARREUX	92	56	18Q	YF	18Q YF 9256
35	Croix des Missions	village	613107943	DELMAS	BELLEVUE	86	58	18Q	YF	18Q YF 8658
1340	Croix Hilaire	village	617422722	PETIT-GOAVE	BINO (PREMIERE PLAIN	20	37	18Q	YF	18Q YF 2037
133	Croix Jubilée	monument	614390201	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
223	Culbote	locality	614530612	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
158	Customs	 	48557769	PORT DE PAIX	AUBERT	27	6	18Q	YH	18Q YH 2706
166	Customs / Douane	public_building	614451819	GONAIVES	PONT TAMARIN	41	52	18Q	YG	18Q YG 4152
31	Cyvadier Plage Hotel	hotel	375727699	JACMEL	BAS CAP-ROUGE	67	16	18Q	YF	18Q YF 6716
1560	Daceau	locality	617858260	JACMEL	BAS CAP-ROUGE	65	20	18Q	YF	18Q YF 6520
1357	Dalier	hamlet	617506046	DAME-MARIE	DALLIER	63	45	18Q	WF	18Q WF 6345
1423	Dalmette	hamlet	617745500	TIBURON	DALMETTE	75	25	18Q	WF	18Q WF 7525
1714	Damagnac	hamlet	617885456	AQUIN	FONDS DES BLANCS	99	23	18Q	XF	18Q XF 9923
1711	Damaniac	hamlet	617885453	AQUIN	FONDS DES BLANCS	97	25	18Q	XF	18Q XF 9725
590	Dame Marie	village	615909092	GANTHIER	GALETTE CHAMBON	2	51	18Q	ZF	18Q ZF 0251
1189	Dame Marie	village	617136951	DAME-MARIE	BALIVERNE	61	52	18Q	WF	18Q WF 6152
65	Damiens	village	613328644	DELMAS	VARREUX	85	58	18Q	YF	18Q YF 8558
680	Dangoula	village	616390917	CABARET	FONDS DES BLANCS (CA	79	86	18Q	YF	18Q YF 7986
1659	Dano	hamlet	617876960	GRAND-GOAVE	MOUSSAMBE	39	32	18Q	YF	18Q YF 3932
90	Daspinosse	village	613506771	CROIX-DES-BOUQUES	VARREUX	93	61	18Q	YF	18Q YF 9361
49	Dauphin	town	613232484	GRANDE SALINE	POTENEAU	38	30	18Q	YG	18Q YG 3830
442	Debas	hamlet	615367692	THOMAZEAU	GRANDE PLAINE	5	64	18Q	ZF	18Q ZF 0564
418	Debauche	village	615145841	KENSCOFF	BONGARS	82	38	18Q	YF	18Q YF 8238
718	Débouché	hamlet	616580209	LES ANGLAIS	COSSE	82	24	18Q	WF	18Q WF 8224
755	Déboulaye	hamlet	616582987	PORT-A-PIMENT	PARICOT	97	20	18Q	WF	18Q WF 9720
1002	Debussy	suburb	616737464	PORT-AU-PRINCE	TURGEAU	82	50	18Q	YF	18Q YF 8250
170	Decahos	suburb	614456288	GONAIVES	PONT TAMARIN	43	51	18Q	YG	18Q YG 4351
1462	Décan	village	617807109	GRAND-GOAVE	TETE A BOUF	32	26	18Q	YF	18Q YF 3226
1491	Déces	village	617821840	MIREBALAIS	CRETE BRULEE	2	75	18Q	ZF	18Q ZF 0275
1358	Decotelette	hamlet	617512175	ANSE-D'AINAULT	BOUDON	69	38	18Q	WF	18Q WF 6938
1285	Décourverte	village	617376176	ANSE-D'AINAULT	MANDOU	56	39	18Q	WF	18Q WF 5639
668	Decouver	village	616390875	ARCAHAIE	DES DELICES	67	88	18Q	YF	18Q YF 6788
1461	Decouvert	locality	617803154	GRAND-GOAVE	TETE A BOUF	31	30	18Q	YF	18Q YF 3130
204	Dedand	village	614494457	CARREFOUR	RIVIERE FROIDE	68	49	18Q	YF	18Q YF 6849
468	Degand	village	615539849	CARREFOUR	BIZOTON	76	47	18Q	YF	18Q YF 7647
985	Deheaune	hamlet	616722939	POINTE A RAQUETTE	TROU LOUIS	93	82	18Q	XF	18Q XF 9382
763	Déjoie	hamlet	616582995	CHARDONNIERES	DEJOIE	94	23	18Q	WF	18Q WF 9423
739	Délabré	hamlet	616580503	LES ANGLAIS	EDELIN	89	28	18Q	WF	18Q WF 8928
1683	Delatre	hamlet	617878748	PETIT-GOAVE	DES PLATONS	15	25	18Q	YF	18Q YF 1525
154	Delbeau	locality	613999229	JACMEL	LAVANEAU	58	19	18Q	YF	18Q YF 5819
1493	Déléde	village	617824377	BAINET	TROU MAHOT	40	18	18Q	YF	18Q YF 4018
810	Délize	hamlet	616620746	KENSCOFF	BELLE FONTAINE	89	32	18Q	YF	18Q YF 8932
240	Delmar	locality	614597708	CROIX-DES-BOUQUES	PETIT BOIS	99	52	18Q	YF	18Q YF 9952
536	Delmar	village	615854525	CROIX-DES-BOUQUES	PETIT BOIS	99	52	18Q	YF	18Q YF 9952
25	Delmas	city	613015229	DELMAS	ST. MARTIN	87	52	18Q	YF	18Q YF 8752
1589	Delmas	hamlet	617863681	CAYES-JACMEL	GAILLARD	77	19	18Q	YF	18Q YF 7719
1579	Delmas	locality	617859831	JACMEL	BAS CAP-ROUGE	68	21	18Q	YF	18Q YF 6821
1595	Delumay	hamlet	617863698	CAYES-JACMEL	GAILLARD	76	20	18Q	YF	18Q YF 7620
1606	Demotelle	village	617865346	JACMEL	BAS CAP-ROUGE	65	18	18Q	YF	18Q YF 6518
1629	Denard	hamlet	617870797	BAINET	TROU MAHOT	43	20	18Q	YF	18Q YF 4320
1616	Denard	hamlet	617870736	BAINET	BRESILIENNE	43	19	18Q	YF	18Q YF 4319
620	Denignon	village	615918623	THOMAZEAU	TROU D'EAU	10	71	18Q	ZF	18Q ZF 1071
975	Dent Grignin	hamlet	616722303	POINTE A RAQUETTE	TROU LOUIS	97	86	18Q	XF	18Q XF 9786
1656	Dent Puce	locality	617874370	GRAND-GOAVE	GERARD	42	37	18Q	YF	18Q YF 4237
1443	Dentiste	village	617772368	GRAND-GOAVE	TETE A BOUF	29	31	18Q	YF	18Q YF 2931
1676	Depaluce	village	617878375	PETIT-GOAVE	RAVINE SECHE	24	31	18Q	YF	18Q YF 2431
163	Département de l'Agriculture	public_building	614441839	GONAIVES	PONT TAMARIN	42	52	18Q	YG	18Q YG 4252
16	Département de l'Education Nationale	 	48276804	PORT-AU-PRINCE	TURGEAU	79	51	18Q	YF	18Q YF 7951
41	Département des Affaires Etrangéres et des Cul	 	48279464	PORT-AU-PRINCE	TURGEAU	79	53	18Q	YF	18Q YF 7953
19	Département du Commerce et de l'Industrie	 	48277656	PORT-AU-PRINCE	TURGEAU	81	51	18Q	YF	18Q YF 8151
38	Département du Tourisme	 	48279457	PORT-AU-PRINCE	TURGEAU	80	53	18Q	YF	18Q YF 8053
1774	Dépas	hamlet	618022788	COTEAUX	DES PAS	2	14	18Q	XF	18Q XF 0214
475	Depot	village	615593815	MARIGOT	SAVANE DUBOIS	85	17	18Q	YF	18Q YF 8517
158	Deprez	suburb	614092729	PORT-AU-PRINCE	TURGEAU	81	50	18Q	YF	18Q YF 8150
398	Deriviere	village	615143474	PETION-VILLE	ETANG DU JONC	81	44	18Q	YF	18Q YF 8144
1172	Déron	village	616986799	PESTEL	DUCHITY	15	40	18Q	XF	18Q XF 1540
719	Derriere Morne	hamlet	616580210	LES ANGLAIS	COSSE	82	25	18Q	WF	18Q WF 8225
1507	Desbureaux	village	617832189	PETIT-GOAVE	DES PLATONS	18	29	18Q	YF	18Q YF 1829
42	Descareaux	town	613231450	DESDUNES	DESDUNES	44	35	18Q	YG	18Q YG 4435
1437	Deschamp	locality	617768237	GRAND-GOAVE	TETE A BOUF	33	34	18Q	YF	18Q YF 3334
388	Deschapelles	town	615074980	VERRETTES	BELANGER	64	11	18Q	YG	18Q YG 6411
593	Desclaches	village	615909113	THOMAZEAU	GRANDE PLAINE	1	55	18Q	ZF	18Q ZF 0155
40	Desdunes	town	613231353	DESDUNES	DESDUNES	47	35	18Q	YG	18Q YG 4735
783	Désert	hamlet	616584937	PORT-A-PIMENT	PARICOT	0	21	18Q	XF	18Q XF 0021
1249	Deslandes	hamlet	617203149	LEOGANE	GRANDE RIVIERE	53	44	18Q	YF	18Q YF 5344
1052	Desmangles	hamlet	616782918	ANSE-A-GALET	PETITE SOURCE	19	78	18Q	YF	18Q YF 1978
153	Desmarattes	locality	613993343	JACMEL	LAVANEAU	58	18	18Q	YF	18Q YF 5818
1275	Désormeaux	village	617366536	DAME-MARIE	DESORMEAU	66	50	18Q	WF	18Q WF 6650
249	Despinasse	locality	614602643	PETION-VILLE	BELLEVUE LA MONTAGNE	92	46	18Q	YF	18Q YF 9246
526	Despiseau	village	615830934	KENSCOFF	GRAND FOND	91	39	18Q	YF	18Q YF 9139
1505	Desplats	village	617828899	MARIGOT	SAVANE DUBOIS	83	19	18Q	YF	18Q YF 8319
1068	Desravines	hamlet	616809374	JACMEL	LA MONTAGNE	50	16	18Q	YF	18Q YF 5016
1157	Desroulin	suburb	616822860	PORT DE PAIX	AUBERT	28	7	18Q	YH	18Q YH 2807
59	Dessalines	town	613239744	DESSALINES / MARCHANDES	OGE	60	31	18Q	YG	18Q YG 6031
1076	Dessources	hamlet	616809431	JACMEL	LAVANEAU	54	19	18Q	YF	18Q YF 5419
1117	Dessources	hamlet	616813228	COTE-DE-FER	JAMAIS VU	12	18	18Q	YF	18Q YF 1218
87	Dessources	village	613506768	CROIX-DES-BOUQUES	VARREUX	92	61	18Q	YF	18Q YF 9261
187	Detour Labonge	village	614473292	GONAIVES	PONT TAMARIN	44	53	18Q	YG	18Q YG 4453
973	Deux Baleines Nord	hamlet	616722223	ANSE-A-GALET	GRAND LAGON	0	88	18Q	YF	18Q YF 0088
950	Deux Baleines Sud	hamlet	616721349	POINTE A RAQUETTE	TROU LOUIS	95	88	18Q	XF	18Q XF 9588
500	Deux Cité	suburb	615732830	DELMAS	VARREUX	81	55	18Q	YF	18Q YF 8155
1031	Devallon	hamlet	616779129	ANSE-A-GALET	PETITE SOURCE	21	83	18Q	YF	18Q YF 2183
1523	D'Haiti	village	617833568	JACMEL	MONTAGNE LA VOUTE	61	25	18Q	YF	18Q YF 6125
563	Diablette	village	615896915	CROIX-DES-BOUQUES	BELLE FONTAINE	0	32	18Q	ZF	18Q ZF 0032
826	Diaguid	hamlet	616620802	KENSCOFF	BELLE FONTAINE	91	33	18Q	YF	18Q YF 9133
1551	Dibiton	locality	617857077	JACMEL	GRANDE RIV. DE JACME	60	31	18Q	YF	18Q YF 6031
142	Diegue	locality	613693033	PETION-VILLE	BELLEVUE CHARD	90	48	18Q	YF	18Q YF 9048
820	Diembo	hamlet	616620770	KENSCOFF	BELLE FONTAINE	91	32	18Q	YF	18Q YF 9132
583	Dièque	village	615904915	GANTHIER	MARE ROSEAUX	10	41	18Q	ZF	18Q ZF 1041
511	Dieu Seul	suburb	615733149	DELMAS	ST. MARTIN	82	55	18Q	YF	18Q YF 8255
538	Dieudon	village	615854543	CROIX-DES-BOUQUES	PETIT BOIS	95	54	18Q	YF	18Q YF 9554
542	Dieuran	village	615854570	CROIX-DES-BOUQUES	PETIT BOIS	96	57	18Q	YF	18Q YF 9657
229	Digneron	locality	614576677	CROIX-DES-BOUQUES	PETIT BOIS	93	53	18Q	YF	18Q YF 9353
537	Digneron	village	615854535	CROIX-DES-BOUQUES	PETIT BOIS	93	53	18Q	YF	18Q YF 9353
1180	Dilagon	village	616991844	BEAUMONT	BEAUMONT	8	43	18Q	XF	18Q XF 0843
1218	Dilaire	village	617186799	OUANAMINTHE	HAUT MARIBAHOUX	7	64	19Q	BB	19Q BB 0764
196	Dimale	village	614494448	LEOGANE	PARQUES	64	41	18Q	YF	18Q YF 6441
1303	Dimba	village	617393938	LEOGANE	GRANDE RIVIERE	55	44	18Q	YF	18Q YF 5544
896	Dimbi	hamlet	616680892	THIOTTE	POT DE CHAMBRE	96	17	19Q	AA	19Q AA 9617
1658	Dimini	hamlet	617876959	GRAND-GOAVE	GERARD	38	34	18Q	YF	18Q YF 3834
603	Dimulseau	village	615909194	THOMAZEAU	GRANDE PLAINE	2	60	18Q	ZF	18Q ZF 0260
1503	Dingou	village	617828897	MARIGOT	CORAIL SOULT	82	18	18Q	YF	18Q YF 8218
99	Diquini	locality	613526385	CARREFOUR	THOR	75	51	18Q	YF	18Q YF 7551
427	Direction General Des Impot	public_building	616852036	LEOGANE	DESSSOURCES	49	48	18Q	YF	18Q YF 4948
318	Dispensaire "N.D. des Malades"	hospital	616064948	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
29	Dispensaire "N.D. des Malades"	hospital	616064948	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
569	Doca	village	615896939	CROIX-DES-BOUQUES	BELLE FONTAINE	4	37	18Q	ZF	18Q ZF 0437
675	Docan	village	616390890	ARCAHAIE	DES MATHEUX	64	94	18Q	YF	18Q YF 6494
1084	Doguine	hamlet	616810486	BAINET	TROU MAHOT	42	15	18Q	YF	18Q YF 4215
121	Dolan	town	613597130	GONAIVES	POTEAU	46	56	18Q	YG	18Q YG 4656
762	Dolian	hamlet	616582994	PORT-A-PIMENT	BALAIS	95	22	18Q	WF	18Q WF 9522
365	Domond	village	614910151	BOUCAN CARRE	DES BAYES	9	93	18Q	ZF	18Q ZF 0993
164	Don Bosco	school	48561411	FORT LIBERTE	DUMAS	3	75	19Q	BB	19Q BB 0375
376	Dondon	town	614934420	DONDON	LAGUILLE	89	61	18Q	YG	18Q YG 8961
660	Dory	village	616355752	LES CAYES	DORY	35	29	18Q	XF	18Q XF 3529
688	Dos Calé	village	616390934	SAUT-D'EAU	COUPE MARDI GRAS	85	85	18Q	YF	18Q YF 8585
1164	Dos Chameau	hamlet	616885394	CABARET	BOUCASSIN	75	76	18Q	YF	18Q YF 7576
489	Dos Morne	suburb	615725678	DELMAS	ST. MARTIN	87	52	18Q	YF	18Q YF 8752
1282	Dossous	hamlet	617376130	ANSE-D'AINAULT	MANDOU	56	37	18Q	WF	18Q WF 5637
148	Douane (Customs House)	public_building	48506239	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
150	Douane (Customs House)	public_building	48506274	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
39	Douane de Port-au-Prince	 	48279459	PORT-AU-PRINCE	TURGEAU	80	53	18Q	YF	18Q YF 8053
1342	Doucet	village	617422729	PETIT-GOAVE	RAVINE SECHE	26	35	18Q	YF	18Q YF 2635
391	Douger	locality	615107066	JACMEL	BAS CAP-ROUGE	63	18	18Q	YF	18Q YF 6318
1370	Douter	hamlet	617528660	LES IROIS	BELAIR	59	35	18Q	WF	18Q WF 5935
1294	Douyac	hamlet	617383868	LEOGANE	ORANGERS	60	41	18Q	YF	18Q YF 6041
1086	Douzil	hamlet	616810492	LA VALLEE	LA VALLEE	39	14	18Q	YF	18Q YF 3914
634	Dramane	village	615920424	MIREBALAIS	GRAND BOUCAN	99	77	18Q	YF	18Q YF 9977
597	Drauilard	village	615909147	THOMAZEAU	GRANDE PLAINE	3	57	18Q	ZF	18Q ZF 0357
412	Drouette	village	615144556	KENSCOFF	GRAND FOND	87	42	18Q	YF	18Q YF 8742
811	Drouillard	hamlet	616620747	KENSCOFF	BELLE FONTAINE	90	32	18Q	YF	18Q YF 9032
242	Drouillard	locality	614598031	CROIX-DES-BOUQUES	PETIT BOIS	96	50	18Q	YF	18Q YF 9650
508	Drouillard	suburb	615732913	DELMAS	VARREUX	82	56	18Q	YF	18Q YF 8256
534	Drouillard	village	615854503	CROIX-DES-BOUQUES	PETIT BOIS	98	50	18Q	YF	18Q YF 9850
44	Drouin	town	613231772	GRANDE SALINE	POTENEAU	42	31	18Q	YG	18Q YG 4231
236	Dube	locality	614596623	CROIX-DES-BOUQUES	PETIT BOIS	98	53	18Q	YF	18Q YF 9853
1096	Dubois	hamlet	616810523	JACMEL	LA MONTAGNE	49	19	18Q	YF	18Q YF 4919
1131	Dubois	hamlet	616813242	BAINET	BAS DE GRIS GRIS	23	10	18Q	YF	18Q YF 2310
1713	Dubois	hamlet	617885455	AQUIN	FRANGIPANE	1	22	18Q	YF	18Q YF 0122
740	Dubreuil	hamlet	616580504	CHARDONNIERES	DEJOIE	91	27	18Q	WF	18Q WF 9127
1169	Duchity	village	616986777	PESTEL	DUCHITY	16	38	18Q	XF	18Q XF 1638
41	Duclos	town	613231447	DESDUNES	DESDUNES	46	33	18Q	YG	18Q YG 4633
1479	Dufally	village	617815696	BOUCAN CARRE	DES BAYES	7	93	18Q	ZF	18Q ZF 0793
1248	Dufort	hamlet	617203145	LEOGANE	DESSSOURCES	51	42	18Q	YF	18Q YF 5142
301	Dufort	village	614683391	LEOGANE	DESSSOURCES	49	42	18Q	YF	18Q YF 4942
470	Dufour	suburb	615554835	CARREFOUR	RIVIERE FROIDE	72	50	18Q	YF	18Q YF 7250
396	Dufrenay	village	615143431	CARREFOUR	PLATON DUFRENE	79	46	18Q	YF	18Q YF 7946
1715	Dugue	hamlet	617885457	AQUIN	FONDS DES BLANCS	0	23	18Q	YF	18Q YF 0023
232	Dumay	locality	614588981	CROIX-DES-BOUQUES	PETIT BOIS	95	48	18Q	YF	18Q YF 9548
532	Dumay	village	615836949	CROIX-DES-BOUQUES	PETIT BOIS	95	48	18Q	YF	18Q YF 9548
407	Dumiso	village	615143493	PETION-VILLE	BELLEVUE LA MONTAGNE	87	44	18Q	YF	18Q YF 8744
1182	Dumoi	village	616991848	BEAUMONT	BEAUMONT	13	43	18Q	XF	18Q XF 1343
440	Dumornay	hamlet	615361785	THOMAZEAU	GRANDE PLAINE	3	64	18Q	ZF	18Q ZF 0364
1148	Dumoulin	hamlet	616813750	AQUIN	FLAMANT	88	16	18Q	XF	18Q XF 8816
1163	Duni	hamlet	616885374	CABARET	FONDS DES BLANCS (CA	70	79	18Q	YF	18Q YF 7079
766	Dupin	hamlet	616582998	PORT-A-PIMENT	BALAIS	96	22	18Q	WF	18Q WF 9622
789	Duplantin	hamlet	616584984	CHARDONNIERES	RANDEL	97	29	18Q	WF	18Q WF 9729
138	DuPont	locality	613681115	PETION-VILLE	BELLEVUE CHARD	89	48	18Q	YF	18Q YF 8948
141	DuPont Diegue	locality	613693010	PETION-VILLE	BELLEVUE LA MONTAGNE	89	48	18Q	YF	18Q YF 8948
298	Dupuis	village	614683330	LA TORTUE	MARE ROUGE	25	19	18Q	YH	18Q YH 2519
902	Dupuy	hamlet	616680908	THIOTTE	THIOTTE	0	17	19Q	BA	19Q BA 0017
1227	Duro	village	617186817	OUANAMINTHE	HAUT MARIBAHOUX	9	62	19Q	BB	19Q BB 0962
1291	Durocher	hamlet	617376409	ANSE-D'AINAULT	ILET A PIERRE JOSEPH	61	41	18Q	WF	18Q WF 6141
771	Dussable	hamlet	616584908	PORT-A-PIMENT	BALAIS	94	23	18Q	WF	18Q WF 9423
233	Duval	locality	614595602	CROIX-DES-BOUQUES	PETIT BOIS	95	53	18Q	YF	18Q YF 9553
428	Duval	village	615160620	CROIX-DES-BOUQUES	VARREUX	90	56	18Q	YF	18Q YF 9056
431	Duval	village	615161131	CROIX-DES-BOUQUES	VARREUX	90	56	18Q	YF	18Q YF 9056
250	Duval Blanc	locality	614602644	PETION-VILLE	BELLEVUE LA MONTAGNE	93	47	18Q	YF	18Q YF 9347
437	Duval Roche	village	615165618	CROIX-DES-BOUQUES	PETIT BOIS	96	55	18Q	YF	18Q YF 9655
488	Duvier	village	615693395	PETION-VILLE	BELLEVUE LA MONTAGNE	89	47	18Q	YF	18Q YF 8947
34	Duvivier	village	613107942	DELMAS	VARREUX	82	58	18Q	YF	18Q YF 8258
642	Duyalerville	village	615928664	CABARET	BOUCASSIN	72	73	18Q	YF	18Q YF 7273
96	Ecole A. Pomayrac	school	614227855	JACMEL	BAS CAP-ROUGE	60	18	18Q	YF	18Q YF 6018
266	Ecole Catholique Soeurs Saleziennes	school	615327344	PETION-VILLE	BELLEVUE CHARD	86	50	18Q	YF	18Q YF 8650
71	École Centrale des Arts et Métiers	 	48330383	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
72	École Centrale des Arts et Métiers	 	48330389	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
73	École Centrale des Arts et Métiers	 	48330392	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
74	École Centrale des Arts et Métiers	 	48330393	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
75	École Centrale des Arts et Métiers	 	48330394	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
76	École Centrale des Arts et Métiers	 	48330395	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
78	École Centrale des Arts et Métiers	 	48330616	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
79	École Centrale des Arts et Métiers	 	48330620	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
80	École Centrale des Arts et Métiers	 	48330621	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
81	École Centrale des Arts et Métiers	 	48330622	CARREFOUR	THOR	73	51	18Q	YF	18Q YF 7351
147	École Charles Lesseque	school	48506201	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
168	École Cité	school	614452744	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
313	Ecole de Commerce Julian Craon	college	616064943	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
335	Ecole de Soeurs Oblats	school	616075922	LES CAYES	BOURDET	32	12	18Q	XF	18Q XF 3212
331	Ecole de Soeurs Oblats	school	616073728	LES CAYES	BOURDET	31	12	18Q	XF	18Q XF 3112
337	Ecole des Freres	school	616075925	LES CAYES	BOURDET	32	12	18Q	XF	18Q XF 3212
224	École des Freres	school	615039673	CAP HAITIEN	HAUT DU CAP	92	87	18Q	YG	18Q YG 9287
154	École des Frères de l'Instruction Chrétienne	school	614436116	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
452	Ecole des Soeurs	school	616950408	FORT LIBERTE	DUMAS	2	77	19Q	BB	19Q BB 0277
320	Ecole des Soeurs	school	616064950	LES CAYES	BOURDET	32	12	18Q	XF	18Q XF 3212
223	École des Soeurs	school	615039662	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
155	École des Soeurs de Saint Joseph de Cluny	school	614436119	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
101	Ecole des Soeurs Reine Immaculee	school	614361351	JACMEL	BAS CAP-ROUGE	60	18	18Q	YF	18Q YF 6018
112	Ecole des Soeurs Reine Immaculee	school	48359800	JACMEL	BAS CAP-ROUGE	60	18	18Q	YF	18Q YF 6018
