OBJECTID	NAME	TYPE	OSM_ID	COMMUNE	SECTION	E1000	N1000	GZD	GRID100K	MGRS
912	Bonnetière	hamlet	616680937	THIOTTE	THIOTTE	1	20	19Q	BA	19Q BA 0120
149	Bordes	locality	613835387	JEREMIE	FOND ROUGE DAHERE	92	62	18Q	WF	18Q WF 9262
1225	Bori	village	617186810	OUANAMINTHE	SAVANE AU LAIT	8	59	19Q	BB	19Q BB 0859
696	Bos Croix	village	616401768	SAUT-D'EAU	COUPE MARDI GRAS	90	82	18Q	YF	18Q YF 9082
1476	Bosiaux	village	617815675	BOUCAN CARRE	DES BAYES	6	91	18Q	ZF	18Q ZF 0691
1587	Bossier	locality	617863674	CAYES-JACMEL	RAVINE NORMANDE	73	19	18Q	YF	18Q YF 7319
1204	Bossus	village	617186784	FERRIER	BAS MARIBAJOUX	10	73	19Q	BB	19Q BB 1073
502	Boston	suburb	615732848	DELMAS	VARREUX	81	55	18Q	YF	18Q YF 8155
420	Boucambour	village	615145843	KENSCOFF	BONGARS	82	39	18Q	YF	18Q YF 8239
681	Boucan	village	616390919	ARCAHAIE	DES DELICES	75	87	18Q	YF	18Q YF 7587
1524	Boucan Bélier	village	617839230	COTE-DE-FER	BOUCAN BELIER	16	20	18Q	YF	18Q YF 1620
452	Boucan Bouteille	village	615527075	JACMEL	LA GOSSELINE	72	30	18Q	YF	18Q YF 7230
1057	Boucan Cache	hamlet	616782923	ANSE-A-GALET	PALMA	18	74	18Q	YF	18Q YF 1874
1796	Boucan Carre	village	618044763	BOUCAN CARRE	BOUCAN CARRE	0	94	18Q	ZF	18Q ZF 0094
574	Boucan Greffin	village	615896958	CROIX-DES-BOUQUES	BELLE FONTAINE	6	39	18Q	ZF	18Q ZF 0639
1559	Boucan Ibo	locality	617857640	JACMEL	MONTAGNE LA VOUTE	59	21	18Q	YF	18Q YF 5921
1041	Boucan Legume	hamlet	616782905	ANSE-A-GALET	PETITE ANSE	28	75	18Q	YF	18Q YF 2875
1115	Boucan Maronne	hamlet	616813226	COTE-DE-FER	JAMAIS VU	12	16	18Q	YF	18Q YF 1216
484	Boucan Michel	village	615604061	KENSCOFF	GRAND FOND	89	39	18Q	YF	18Q YF 8939
1693	Boucan Moran	village	617880942	COTE-DE-FER	JAMAIS VU	12	19	18Q	YF	18Q YF 1219
1029	Boucan Patate	hamlet	616779111	ANSE-A-GALET	PALMA	26	79	18Q	YF	18Q YF 2679
927	Boucan Pété	hamlet	616680959	ANSE-A-PITRE	BOIS D'ORME	6	23	19Q	BA	19Q BA 0623
450	Boucan Tache	village	615527029	JACMEL	GRANDE RIV. DE JACME	70	34	18Q	YF	18Q YF 7034
900	Boucan Tonton	village	616680902	ANSE-A-PITRE	BOUCAN GUILLAUME	2	14	19Q	BA	19Q BA 0214
888	Boucicaut	hamlet	616680869	THIOTTE	POT DE CHAMBRE	98	11	19Q	AA	19Q AA 9811
1142	Boudary	hamlet	616813646	AQUIN	FRANGIPANE	6	13	18Q	YF	18Q YF 0613
947	Boue Cherissable	village	616721345	ANSE-A-GALET	GRAND LAGON	13	87	18Q	YF	18Q YF 1387
968	Boue Etroits	village	616722118	ANSE-A-GALET	GRANDE SOURCE	15	86	18Q	YF	18Q YF 1586
918	Boulaille	hamlet	616680946	ANSE-A-PITRE	BOIS D'ORME	3	15	19Q	BA	19Q BA 0315
1417	Bouquette	hamlet	617675537	JEREMIE	HAUTE GUINAUDEE	86	42	18Q	WF	18Q WF 8642
1801	Bourdon	suburb	618080986	PORT-AU-PRINCE	TURGEAU	83	51	18Q	YF	18Q YF 8351
1214	Bourjo	village	617186795	OUANAMINTHE	HAUT MARIBAHOUX	10	67	19Q	BB	19Q BB 1067
459	Boursolly	village	615539705	CARREFOUR	TAIFER	71	45	18Q	YF	18Q YF 7145
961	Bousinette	hamlet	616722109	ANSE-A-GALET	GRAND LAGON	2	87	18Q	YF	18Q YF 0287
715	Bousquet	hamlet	616580204	CHARDONNIERES	BONY	91	19	18Q	WF	18Q WF 9119
469	Boussan	village	615539862	CARREFOUR	PLATON DUFRENE	73	48	18Q	YF	18Q YF 7348
1126	Boutin	hamlet	616813237	COTE-DE-FER	LA BICHE	21	10	18Q	YF	18Q YF 2110
543	Boutin	village	615854571	CROIX-DES-BOUQUES	PETIT BOIS	99	59	18Q	YF	18Q YF 9959
579	Boyaco	village	615904899	CROIX-DES-BOUQUES	BELLE FONTAINE	2	46	18Q	ZF	18Q ZF 0246
1284	Boyer	hamlet	617376174	ANSE-D'AINAULT	ILET A PIERRE JOSEPH	57	39	18Q	WF	18Q WF 5739
1329	Bralance	village	617413907	KENSCOFF	BELLE FONTAINE	93	34	18Q	YF	18Q YF 9334
672	Brazilian Field Hospital	hospital	618229384	DELMAS	BELLEVUE	90	54	18Q	YF	18Q YF 9054
213	Bremant	locality	614496724	JACMEL	BAS CAP-ROUGE	63	17	18Q	YF	18Q YF 6317
446	Brémon	village	615523539	JACMEL	FOND MELON	71	28	18Q	YF	18Q YF 7128
622	Brémont	village	615918662	MIREBALAIS	GASCOGNE	13	75	18Q	ZF	18Q ZF 1375
1626	Bresilienne	hamlet	617870792	LA VALLEE	LA VALLEE	45	21	18Q	YF	18Q YF 4521
1678	Briand	hamlet	617878377	PETIT-GOAVE	RAVINE SECHE	24	30	18Q	YF	18Q YF 2430
98	Brochette	suburb	613526384	CARREFOUR	RIVIERE FROIDE	72	50	18Q	YF	18Q YF 7250
490	Brooklyn	suburb	615732750	DELMAS	VARREUX	81	56	18Q	YF	18Q YF 8156
211	Brulaille	village	614495813	JACMEL	COCHON GRAS	65	29	18Q	YF	18Q YF 6529
461	Bureau de l'Prefecture	public_building	616954471	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
135	Bureau de Port	public_building	48382324	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
211	Bureau de Tourisme	information	615022235	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
129	Bureau des Contributions	 	48375254	GONAIVES	PONT TAMARIN	41	52	18Q	YG	18Q YG 4152
149	Bureau des Contributions (Tax office)	public_building	48506244	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
154	Bureau des Contributions Services Hydrauliques	 	48557756	PORT DE PAIX	AUBERT	26	6	18Q	YH	18Q YH 2606
125	Bureau des Travaux Publics et Telegraphes	public_building	48374215	GONAIVES	PONT TAMARIN	42	52	18Q	YG	18Q YG 4252
352	Bureau du Commerce - Regie du Tabac	public_building	616290494	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
347	Bureau du Port	public_building	616290433	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
167	Bureau du S.C.L.S.P.	 	48562012	PORT DE PAIX	AUBERT	27	6	18Q	YH	18Q YH 2706
124	Bureau du SNEM	public_building	48374214	GONAIVES	PONT TAMARIN	42	52	18Q	YG	18Q YG 4252
351	Bureau du Travail (Employment)	public_building	616290443	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
465	Bureau of Finance	public_building	616956270	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
460	Bureau of Labor	public_building	616954470	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
454	Bureau of Postal	post_office	616950742	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
458	Bureau of Telegraphs	public_building	616954468	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
459	Bureau of Transportation & Communication	public_building	616954469	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
162	Bureau Postal	post_office	48561135	PORT DE PAIX	AUBERT	27	6	18Q	YH	18Q YH 2706
1664	Buteau	locality	617876965	GRAND-GOAVE	GERARD	38	37	18Q	YF	18Q YF 3837
1267	Buteau	village	617310156	LEOGANE	BEAUSEJOUR	62	37	18Q	YF	18Q YF 6237
1464	Ca Avril	locality	617807395	GRAND-GOAVE	TETE A BOUF	33	27	18Q	YF	18Q YF 3327
885	Ca Barrois	hamlet	616680865	GRAND GOSIER	COLLINE DES CHAINES	90	22	19Q	AA	19Q AA 9022
1632	Ca Bellanda	hamlet	617870802	LA VALLEE	LA VALLEE	47	20	18Q	YF	18Q YF 4720
456	Ca Biédo	village	615527126	KENSCOFF	NOUVELLE TOURAINE	78	33	18Q	YF	18Q YF 7833
1316	Ca Biédo	village	617402733	JACMEL	LA GOSSELINE	76	32	18Q	YF	18Q YF 7632
672	Ca Chlén	village	616390887	ARCAHAIE	DES MATHEUX	62	93	18Q	YF	18Q YF 6293
1103	Ca Cola	hamlet	616811785	BAINET	BAS GRANDOU	33	16	18Q	YF	18Q YF 3316
551	Ca Compe	village	615880732	BELLE ANSE	PICHON	16	20	18Q	ZF	18Q ZF 1620
625	Ca Damier	village	615920408	CROIX-DES-BOUQUES	CROCHUS	90	76	18Q	YF	18Q YF 9076
611	Ca Elie	village	615914922	CORNILLON / GRD BOIS	PLAINE CELESTE	11	68	18Q	ZF	18Q ZF 1168
1090	Ca Gars	hamlet	616810506	BAINET	BRESILIENNE	45	14	18Q	YF	18Q YF 4514
1633	Ca Lamothe	hamlet	617870805	LA VALLEE	LA VALLEE	47	20	18Q	YF	18Q YF 4720
1561	Ca Laurent	hamlet	617858261	JACMEL	BAS CAP-ROUGE	65	19	18Q	YF	18Q YF 6519
946	Ca Leon	village	616721344	ANSE-A-GALET	GRAND LAGON	7	85	18Q	YF	18Q YF 0785
865	Ca Marchas	hamlet	616680836	BELLE ANSE	MAPOU	84	22	19Q	AA	19Q AA 8422
1681	Ca Martin	hamlet	617878529	PETIT-GOAVE	TROU CANARI	17	28	18Q	YF	18Q YF 1728
639	Ca Michaud	village	615922702	CROIX-DES-BOUQUES	ORANGERS	86	76	18Q	YF	18Q YF 8676
1222	Ca Payo	village	617186805	OUANAMINTHE	SAVANE AU LAIT	8	60	19Q	BB	19Q BB 0860
1089	Ca Salo	hamlet	616810503	BAINET	BRESILIENNE	47	13	18Q	YF	18Q YF 4713
186	Ca Soleil	locality	614473282	GONAIVES	PONT TAMARIN	43	53	18Q	YG	18Q YG 4353
709	Ca Titi	locality	616555726	JACMEL	LA MONTAGNE	58	15	18Q	YF	18Q YF 5815
901	Ca Toussaint	hamlet	616680905	ANSE-A-PITRE	BOIS D'ORME	2	16	19Q	BA	19Q BA 0216
160	Ça Va CommeÇa	suburb	614119037	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
1097	Ca Volel	hamlet	616810524	BAINET	BRESILIENNE	47	15	18Q	YF	18Q YF 4715
1408	Cabaret	hamlet	617564513	LEOGANE	CORMIERS	52	35	18Q	YF	18Q YF 5235
205	Cabaret	nightclub	615011840	CAP HAITIEN	HAUT DU CAP	93	88	18Q	YG	18Q YG 9388
4	Cabaret	town	295322491	CABARET	BOUCASSIN	72	73	18Q	YF	18Q YF 7273
1590	Cabic	hamlet	617863683	CAYES-JACMEL	GAILLARD	78	18	18Q	YF	18Q YF 7818
1726	Cabosse	hamlet	617886035	AQUIN	LA COLLINE	90	25	18Q	XF	18Q XF 9025
140	Cacouille	suburb	613681285	PETION-VILLE	BELLEVUE CHARD	89	49	18Q	YF	18Q YF 8949
1712	Cacque	hamlet	617885454	AQUIN	FONDS DES BLANCS	0	23	18Q	YF	18Q YF 0023
859	Caduc	hamlet	616680828	BELLE ANSE	BELAIR	10	19	18Q	ZF	18Q ZF 1019
886	Cageais	hamlet	616680866	THIOTTE	POT DE CHAMBRE	98	12	19Q	AA	19Q AA 9812
1512	Cahot	village	617832250	JACMEL	MONTAGNE LA VOUTE	62	23	18Q	YF	18Q YF 6223
411	Caille Boucan	village	615144554	PETION-VILLE	MONTAGNE NOIRE	84	42	18Q	YF	18Q YF 8442
1497	Caille Laurent	village	617824773	LA VALLEE	LA VALLEE	38	20	18Q	YF	18Q YF 3820
851	Cajuste	village	616679702	L'AZILE	L'AZILE	66	32	18Q	XF	18Q XF 6632
714	Calapa	hamlet	616580203	CHARDONNIERES	BONY	89	20	18Q	WF	18Q WF 8920
522	Calice	village	615830917	BELLE ANSE	MABRIOLE	96	30	18Q	YF	18Q YF 9630
628	Calier	village	615920415	CROIX-DES-BOUQUES	CROCHUS	90	72	18Q	YF	18Q YF 9072
528	Califebe	village	615836883	KENSCOFF	GRAND FOND	90	42	18Q	YF	18Q YF 9042
150	Callasse	locality	613835815	JEREMIE	FOND ROUGE DAHERE	91	61	18Q	WF	18Q WF 9161
824	Callumette	village	616620788	BELLE ANSE	CALLUMETTE	2	26	18Q	ZF	18Q ZF 0226
960	Calnadere	hamlet	616722108	ANSE-A-GALET	GRAND LAGON	3	85	18Q	YF	18Q YF 0385
825	Calumette	hamlet	616620795	BELLE ANSE	CORAIL LAMOTHE	8	24	18Q	ZF	18Q ZF 0824
1444	Calumette	locality	617772369	PETIT-GOAVE	DES PALMES	29	31	18Q	YF	18Q YF 2931
389	Calumette	meteo_station	616581283	SAVANETTE	LA HAYE	2	69	19Q	BA	19Q BA 0269
1748	Camp Perrin	village	617911343	CAMP PERRIN	LEVY MERSAN	19	26	18Q	XF	18Q XF 1926
1269	Campan	village	617310182	LEOGANE	BEAUSEJOUR	63	37	18Q	YF	18Q YF 6337
207	Campant	village	614494602	LEOGANE	BEAUSEJOUR	65	38	18Q	YF	18Q YF 6538
241	Campeche	locality	614598028	CROIX-DES-BOUQUES	PETIT BOIS	96	50	18Q	YF	18Q YF 9650
1474	Campèche Felix	village	617813625	BOUCAN CARRE	DES BAYES	4	88	18Q	ZF	18Q ZF 0488
1802	Canape Vert	suburb	618083375	PORT-AU-PRINCE	TURGEAU	83	51	18Q	YF	18Q YF 8351
1762	Cange	hamlet	617995494	LASCAHOBAS	LA HOYE	84	96	19Q	AA	19Q AA 8496
1297	Canne Marrori	hamlet	617383871	LEOGANE	ORANGERS	63	38	18Q	YF	18Q YF 6338
721	Cannette	hamlet	616580213	LES ANGLAIS	VERONE	86	25	18Q	WF	18Q WF 8625
98	Cantine Scolaire	restaurant	614231515	JACMEL	BAS CAP-ROUGE	60	18	18Q	YF	18Q YF 6018
630	Cap Haitien HNP Hqs	government_build	617926458	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
1432	Capace	village	617765903	PETIT-GOAVE	DES PALMES	30	36	18Q	YF	18Q YF 3036
7	Cap-Haïtien	city	295325876	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
821	Caporal	hamlet	616620783	BELLE ANSE	MABRIOLE	0	25	18Q	ZF	18Q ZF 0025
557	Caporal	village	615887584	BELLE ANSE	CORAIL LAMOTHE	6	25	18Q	ZF	18Q ZF 0625
1790	Capotille	town	618032580	CAPOTILLE	CAPOTILLE	16	53	19Q	BB	19Q BB 1653
1781	caracol	village	618028180	CARACOL	CHAMPIN	13	80	18Q	ZG	18Q ZG 1380
433	Caradeux	suburb	615165612	DELMAS	BELLEVUE	89	54	18Q	YF	18Q YF 8954
1367	Carcasse	village	617528447	LES IROIS	CARCASSE	58	31	18Q	WF	18Q WF 5831
430	Cargout	village	615160623	CROIX-DES-BOUQUES	VARREUX	93	57	18Q	YF	18Q YF 9357
1787	Carice	town	618032577	CARICE	BOIS CAMELLE	2	45	19Q	BB	19Q BB 0245
257	Caritas Hospital	hospital	615185328	DELMAS	ST. MARTIN	82	55	18Q	YF	18Q YF 8255
14	Caritas Hospital	hospital	615185328	DELMAS	ST. MARTIN	82	55	18Q	YF	18Q YF 8255
842	Carl	hamlet	616620864	GANTHIER	PAYS POURRI	16	37	18Q	ZF	18Q ZF 1637
857	Carosier	hamlet	616680826	BELLE ANSE	BELAIR	12	18	18Q	ZF	18Q ZF 1218
33	Carrefour	city	613025626	CARREFOUR	RIVIERE FROIDE	73	51	18Q	YF	18Q YF 7351
594	Carrefour Beargé	village	615909122	GANTHIER	BALAN	3	54	18Q	ZF	18Q ZF 0354
427	Carrefour Beraque	village	615145852	KENSCOFF	SOUCAILLES	87	40	18Q	YF	18Q YF 8740
419	Carrefour Bête	village	615145842	KENSCOFF	BONGARS	82	39	18Q	YF	18Q YF 8239
288	Carrefour Blockauss	village	614677161	BAINET	TROU MAHOT	41	21	18Q	YF	18Q YF 4121
1416	Carrefour Clercine	suburb	617639420	DELMAS	BELLEVUE	87	57	18Q	YF	18Q YF 8757
1586	Carrefour Coma	locality	617863672	CAYES-JACMEL	GAILLARD	75	18	18Q	YF	18Q YF 7518
1623	Carrefour Congo	locality	617870777	BAINET	BRESILIENNE	42	19	18Q	YF	18Q YF 4219
1737	Carrefour Desruisseaux	village	617889399	MIRAGOANE	CHALON	3	39	18Q	YF	18Q YF 0339
300	Carrefour Dufort	locality	614683389	LEOGANE	DESSSOURCES	49	42	18Q	YF	18Q YF 4942
343	Carrefour Fauché	locality	614781321	GRAND-GOAVE	GERARD	40	38	18Q	YF	18Q YF 4038
146	Carrefour Feuilles	suburb	613774529	PORT-AU-PRINCE	MORNE L'HOPITAL	79	50	18Q	YF	18Q YF 7950
937	Carrefour Fleuriot	suburb	616691260	DELMAS	BELLEVUE	88	56	18Q	YF	18Q YF 8856
1391	Carrefour Gros Chaudière	hamlet	617536726	TIBURON	BLACKTOTE	69	22	18Q	WF	18Q WF 6922
254	Carrefour La Boule	locality	614612828	PETION-VILLE	ETANG DU JONC	83	47	18Q	YF	18Q YF 8347
1388	Carrefour Maillette	village	617533793	TIBURON	BLACKTOTE	72	26	18Q	WF	18Q WF 7226
155	Carrefour Marin	locality	614005210	JACMEL	BAS CAP-ROUGE	62	19	18Q	YF	18Q YF 6219
1528	Carrefour Nan Brule	locality	617857011	JACMEL	MONTAGNE LA VOUTE	59	25	18Q	YF	18Q YF 5925
217	Carrefour Raymond	village	614502597	JACMEL	BAS CAP-ROUGE	71	17	18Q	YF	18Q YF 7117
793	Casal	hamlet	616590934	ANSE-D'AINAULT	ILET A PIERRE JOSEPH	61	42	18Q	WF	18Q WF 6142
677	Casale	village	616390897	CABARET	FONDS DES BLANCS (CA	75	80	18Q	YF	18Q YF 7580
24	Casernes	 	48277945	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
1062	Casernes de Pétionville	collapsed	48287605	PETION-VILLE	BELLEVUE CHARD	86	48	18Q	YF	18Q YF 8648
58	Casernes de Pétionville	collapsed	48287605	PETION-VILLE	BELLEVUE CHARD	86	48	18Q	YF	18Q YF 8648
1208	Casimir	village	617186789	FERRIER	BAS MARIBAJOUX	7	69	19Q	BB	19Q BB 0769
1379	Casnave	hamlet	617533572	TIBURON	BLACKTOTE	69	23	18Q	WF	18Q WF 6923
1069	Casque Carre	hamlet	616809396	JACMEL	LA MONTAGNE	52	16	18Q	YF	18Q YF 5216
1386	Cassa	hamlet	617533742	TIBURON	LOBY	69	27	18Q	WF	18Q WF 6927
1240	Cassagne	hamlet	617203110	LEOGANE	DESSSOURCES	50	47	18Q	YF	18Q YF 5047
608	Cassis	village	615914908	GANTHIER	BALAN	8	61	18Q	ZF	18Q ZF 0861
283	Castel	locality	614671788	JACMEL	BAS COQ CHANTE	55	26	18Q	YF	18Q YF 5526
215	Catadat	village	614502004	JACMEL	BAS CAP-ROUGE	66	17	18Q	YF	18Q YF 6617
139	Cathedral	place_of_worship	48427313	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
146	Cathédrale	place_of_worship	48506194	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
111	Cathédrale du Souvenir	place_of_worship	48355179	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
529	Catholic School	school	617335624	OUANAMINTHE	HAUT MARIBAHOUX	14	64	19Q	BB	19Q BB 1464
1433	Cato	village	617765905	PETIT-GOAVE	DES PALMES	30	37	18Q	YF	18Q YF 3037
655	Cavaillon	town	616288502	CAVAILLON	MARTINEAU	42	23	18Q	XF	18Q XF 4223
1121	Cavalier	hamlet	616813232	COTE-DE-FER	GRIS GRIS	14	13	18Q	YF	18Q YF 1413
785	Cavalier	village	616584975	PORT-A-PIMENT	BALAIS	2	24	18Q	XF	18Q XF 0224
777	Cavase	hamlet	616584924	PORT-A-PIMENT	BALAIS	96	23	18Q	WF	18Q WF 9623
1359	Caye Ford	hamlet	617512644	CHAMBELLAN	BOUCAN	69	41	18Q	WF	18Q WF 6941
218	Cayes Jacmel	village	614502598	CAYES-JACMEL	RAVINE NORMANDE	75	17	18Q	YF	18Q YF 7517
144	Cazeau	suburb	613693905	DELMAS	BELLEVUE	85	57	18Q	YF	18Q YF 8557
40	CDTI Hospital	hospital	617276516	PORT-AU-PRINCE	TURGEAU	81	51	18Q	YF	18Q YF 8151
913	Cécilio	hamlet	616680939	THIOTTE	THIOTTE	0	21	19Q	BA	19Q BA 0021
243	Célicou	locality	614598034	CROIX-DES-BOUQUES	PETIT BOIS	97	51	18Q	YF	18Q YF 9751
176	Cement Factory	 	48564602	PORT DE PAIX	BAUDIN	29	7	18Q	YH	18Q YH 2907
412	Center Culturel	public_building	616838840	LEOGANE	DESSSOURCES	50	47	18Q	YF	18Q YF 5047
25	Centrale Autonome Metropolitaine d'Eau Potable	 	48277946	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
336	Centre Croix Rouge	information	616075923	LES CAYES	BOURDET	32	12	18Q	XF	18Q XF 3212
439	Centre Culturel Catholique	public_building	616872511	LES CAYES	BOURDET	31	11	18Q	XF	18Q XF 3111
108	Centre d'Accueil Duval Duvallier	 	48345353	CARREFOUR	THOR	73	52	18Q	YF	18Q YF 7352
109	Centre d'Accueil Duval Duvallier	 	48345354	CARREFOUR	THOR	73	52	18Q	YF	18Q YF 7352
110	Centre d'Accueil Duval Duvallier	 	48345355	CARREFOUR	THOR	73	52	18Q	YF	18Q YF 7352
68	Centre d'Apprentissage	school	48304467	DELMAS	ST. MARTIN	81	53	18Q	YF	18Q YF 8153
214	Centre D'Art	artwork	615029214	PORT-AU-PRINCE	TURGEAU	81	51	18Q	YF	18Q YF 8151
493	Centre de le Sante de la Cathedral	clinic	617187559	DELMAS	BELLEVUE	87	54	18Q	YF	18Q YF 8754
44	Centre de Santé de la Cathédrale	 	48279475	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
546	Centre de Santé du Borgne	hospital	617563672	BORGNE	COTE DE FER / FOND L	59	96	18Q	YG	18Q YG 5996
57	Centre de Santé du Borgne	hospital	617563672	BORGNE	COTE DE FER / FOND L	59	96	18Q	YG	18Q YG 5996
58	Centre de Santé du Borgne	hospital	617563672	BORGNE	COTE DE FER / FOND L	59	96	18Q	YG	18Q YG 5996
13	Centre de Santé du Portail Léogane	 	48276801	PORT-AU-PRINCE	MARTISSANT	80	51	18Q	YF	18Q YF 8051
160	Centre d'Education Enfantile	school	48560300	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
508	Centre d'etudes La Trinite	school	617293350	JACMEL	MONTAGNE LA VOUTE	60	18	18Q	YF	18Q YF 6018
436	Centre Detudes Secondaires	school	616872507	LES CAYES	BOURDET	31	11	18Q	XF	18Q XF 3111
446	Centre Formation Proffessionelle Bethesda	school	616887071	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
487	Centre Hopitalier Rue Berne	hospital	617136758	PORT-AU-PRINCE	TURGEAU	82	51	18Q	YF	18Q YF 8251
38	Centre Hopitalier Rue Berne	hospital	617136758	PORT-AU-PRINCE	TURGEAU	82	51	18Q	YF	18Q YF 8251
503	Centre Hospitalier du Sacré-Coeur (Hopital CDTI	hospital	617276516	PORT-AU-PRINCE	TURGEAU	81	51	18Q	YF	18Q YF 8151
50	Centre INS des Etats Unis pour Réfugiés	 	48285098	PORT-AU-PRINCE	TURGEAU	81	52	18Q	YF	18Q YF 8152
665	Centre Materno-Chirurgical	hospital	618160041	PORT-AU-PRINCE	TURGEAU	83	51	18Q	YF	18Q YF 8351
1799	Cerca Carvajal	village	618044767	CERCA CARVAJAL	RANG	91	33	19Q	AB	19Q AB 9133
1800	Cerca la Source	village	618044768	CECA LA SOURCE	ACAJOU BRULE No 2	6	21	19Q	BB	19Q BB 0621
86	Cesselès	village	613506767	CROIX-DES-BOUQUES	VARREUX	91	60	18Q	YF	18Q YF 9160
463	Chafa	village	615539772	CARREFOUR	PROCY	77	42	18Q	YF	18Q YF 7742
1634	Chalotte	hamlet	617870806	LA VALLEE	LA VALLEE	46	20	18Q	YF	18Q YF 4620
1750	Chambellan	village	617913123	CHAMBELLAN	DEJEAN	74	49	18Q	WF	18Q WF 7449
1193	Chambellan	village	617156698	CHAMBELLAN	DEJEAN	72	51	18Q	WF	18Q WF 7251
1422	Chamblain	hamlet	617745491	TIBURON	DALMETTE	76	25	18Q	WF	18Q WF 7625
830	Chambon	hamlet	616620843	GANTHIER	GALETTE CHAMBON	5	49	18Q	ZF	18Q ZF 0549
408	Chambon	village	615143494	PETION-VILLE	BELLEVUE LA MONTAGNE	87	45	18Q	YF	18Q YF 8745
544	Chambrun	village	615865717	THOMAZEAU	GRANDE PLAINE	97	62	18Q	YF	18Q YF 9762
157	Chancerelles	suburb	614007450	DELMAS	ST. MARTIN	81	54	18Q	YF	18Q YF 8154
1770	Chansolme	village	618014755	CHANSOLME	CHANSOLME	28	0	18Q	YH	18Q YH 2800
1745	Chantal	village	617911039	CHANTAL	FONDS PALMISTE	17	13	18Q	XF	18Q XF 1713
734	Chanterelle	hamlet	616580498	LES ANGLAIS	COSSE	85	28	18Q	WF	18Q WF 8528
63	Chapelle de Ste. Philoméne	place_of_worship	48288051	PORT-AU-PRINCE	MARTISSANT	79	51	18Q	YF	18Q YF 7951
534	Chapelle Notre Dame de Lourdes	place_of_worship	617383873	LEOGANE	ORANGERS	63	41	18Q	YF	18Q YF 6341
83	Chapini	village	613506764	CROIX-DES-BOUQUES	VARREUX	88	62	18Q	YF	18Q YF 8862
252	Chapotin	village	614604257	PETION-VILLE	BELLEVUE LA MONTAGNE	91	45	18Q	YF	18Q YF 9145
713	Chardonnières	town	616580202	CHARDONNIERES	BONY	88	20	18Q	WF	18Q WF 8820
805	Charité or Michonne	village	616590985	SAINTE SUZANE	FOND BLEU	10	55	18Q	ZG	18Q ZG 1055
1345	Charlemagne	village	617422732	PETIT-GOAVE	DES PALMES	28	37	18Q	YF	18Q YF 2837
1661	Charles	hamlet	617876962	GRAND-GOAVE	GERARD	41	32	18Q	YF	18Q YF 4132
853	Charpentier	village	616679705	L'AZILE	TOURNADE	64	33	18Q	XF	18Q XF 6433
1506	Charrier	village	617832188	PETIT-GOAVE	TROU CANARI	18	31	18Q	YF	18Q YF 1831
179	Charter	village	614471397	PETITE RIVIERE DE NIPPES	SILEGUE	90	44	18Q	XF	18Q XF 9044
1242	Chassagne	hamlet	617203117	LEOGANE	DESSSOURCES	49	47	18Q	YF	18Q YF 4947
434	Chateau Blond	suburb	615165614	DELMAS	BELLEVUE	89	54	18Q	YF	18Q YF 8954
189	Chatelain	locality	614473303	GONAIVES	PONT TAMARIN	45	53	18Q	YG	18Q YG 4553
1152	Chatri	hamlet	616814383	ST. LOUIS DU SUD	GRAND FONDS	56	22	18Q	XF	18Q XF 5622
194	Chauffard	hamlet	614490047	CARREFOUR	PROCY	75	41	18Q	YF	18Q YF 7541
462	Chauffard	village	615539762	CARREFOUR	PROCY	76	41	18Q	YF	18Q YF 7641
1134	Chavannes	hamlet	616813245	COTE-DE-FER	LA BICHE	21	15	18Q	YF	18Q YF 2115
132	Chavannes	suburb	613640912	PETION-VILLE	BELLEVUE CHARD	89	49	18Q	YF	18Q YF 8949
303	Chavannes	village	614685503	LEOGANE	DESSSOURCES	48	43	18Q	YF	18Q YF 4843
